num,work_name,location,salary,work_year,educate,company_name,company_type,financing_conditions,company_size,city,nums
217,AI业务员（抖音助理）,惠州·惠城区·水口,4500,5-7年,硕士,普金新能源汽车科技,汽车零部件,未融资,20-99人,惠州,1
218,ai产品助理,杭州·余杭区·西溪,7500,3-5年,本科,吃货派对,文化/体育/娱乐,A轮,0-20人,杭州,1
219,人工智能应用工程师,宁波·鄞州区·下应,30000,1-3年,学历不限,中致力,专利/商标/知识产权,不需要融资,20-99人,宁波,1
220,AI编译器开发工程师,武汉,55000,5-7年,本科,某知名电子上市公司,电子/半导体/集成电路,已上市,1000-9999人,武汉,1
221,资深AI训练师,上海,22000,1-3年,学历不限,某大型互联网上市集团公司,互联网,已上市,10000人以上,上海,1
222,人工智能管理,潍坊·寒亭区·寒亭中心城区,4500,3-5年,本科,潍坊澜熙电子商务,电子商务,未融资,100-499人,潍坊,1
223,ai训练师主管,北京·朝阳区·小营,23500,1-3年,本科,美团点评,互联网,已上市,10000人以上,北京,1
224,AI产品经理培训讲师,苏州·苏州工业园区·独墅湖,26500,3-5年,学历不限,苏州光之年智能科技,互联网,不需要融资,0-20人,苏州,1
225,人工智能学院专任教师,南昌·南昌县·昌东,7500,3-5年,本科,江西科技学院,院校,未融资,10000人以上,南昌,1
226,AI运维技术,临沂·兰山区·半程,12500,1-3年,本科,乐启智能科技,印刷/包装/造纸,A轮,20-99人,临沂,1
227,数据标注/AI训练师,成都·崇州市·崇阳,5500,3-5年,学历不限,四川森蓉源科技,互联网,未融资,20-99人,成都,1
228,数据标注/ai训练师,杭州·余杭区·仓前,7000,经验不限,硕士,法本,计算机软件,已上市,10000人以上,杭州,1
229,人工智能讲师,信阳·浉河区·信阳师院,12500,5-7年,学历不限,科大讯飞教育,培训机构,已上市,100-499人,信阳,1
230,AI数字人运营师,上饶,6000,3-5年,硕士,上饶硅基数字科技,电子商务,不需要融资,0-20人,上饶,1
231,AI软件方案通路销售（业务经理）,台湾,20000,5-7年,本科,出门问问,智能硬件,D轮及以上,500-999人,台湾,1
232,人工智能讲师五险+法定假,滨州·滨城区·汽车总站,7000,经验不限,本科,河北天泰信息,电子商务,不需要融资,100-499人,滨州,1
233,深圳量化私募AI算法研究员(T0/CTA/alpha),深圳,75000,1-3年,本科,某基金公司,基金,未融资,20-99人,深圳,1
234,ai开发工程师,深圳·南山区·科技园,22500,1-3年,本科,新航新程,互联网,不需要融资,0-20人,深圳,1
235,AI人工智能平面设计师,深圳·龙岗区·龙岗中心城,12500,3-5年,本科,Amalee[艾玛琳],运营商/增值服务,不需要融资,100-499人,深圳,1
236,AI产品经理-训练平台,北京·朝阳区·京广桥,37500,1-3年,本科,英博数科,数据服务,不需要融资,20-99人,北京,1
237,机器人教师（人工智能教育）,湖州,8500,5-7年,学历不限,浙大湖州研究院,学术/科研,不需要融资,100-499人,湖州,1
238,ai数据分析工程师,西安·雁塔区·电子城,26500,1-3年,博士,华为,计算机软件,不需要融资,10000人以上,西安,1
239,大数据AI架构师,南京,55000,5-7年,硕士,某知名移动互联网公司,移动互联网,不需要融资,1000-9999人,南京,1
240,理科AI伴学老师,汉中·城固县·文化路,5500,3-5年,本科,鹏大教育,培训机构,未融资,100-499人,汉中,1
241,AI课程研发/AI课程助教,长沙·岳麓区·望城坡,5500,3-5年,硕士,点头,培训机构,不需要融资,100-499人,长沙,1
242,ai产品经理,南京·建邺区·江东,8000,1-3年,博士,珍岛集团,互联网,不需要融资,1000-9999人,南京,1
243,AI工程师,上海·浦东新区·金桥,30000,1-3年,博士,华为技术有限公司,计算机软件,不需要融资,10000人以上,上海,1
244,解决方案架构师（AI方向）,杭州,30000,1-3年,本科,某知名通信公司,通信/网络设备,未融资,1000-9999人,杭州,1
245,ai产品经理,深圳·南山区·科技园,20000,3-5年,本科,沐腾科技,移动互联网,A轮,100-499人,深圳,1
247,专利代理人（半导体、软件、人工智能领域）,上海·闵行区·浦江,23000,1-3年,本科,乐泓知识产权,专利/商标/知识产权,不需要融资,20-99人,上海,1
248,AI项目专员,长沙·岳麓区·望城坡,8000,5-7年,硕士,探娱互动科学,游戏,不需要融资,100-499人,长沙,1
249,新材料/人工智能博士后（前十创投机构）,深圳,32500,3-5年,本科,某大型投资公司,投资/融资,未融资,500-999人,深圳,1
250,科研助理（人工智能，肌电接口，手势识别）,广州·海珠区·官洲,11500,5-7年,本科,广州人工智能与数...,学术/科研,不需要融资,100-499人,广州,1
251,AI Algorithm Engineer,上海·黄浦区·外滩,30000,1-3年,博士,你好世界(中国上海),互联网,A轮,20-99人,上海,1
252,兒童人工智能實物編程課程項目營運專員,澳门,9000,7年以上,学历不限,儒林教育咨询有限公司,培训机构,未融资,100-499人,澳门,1
253,AI产品负责人,北京,65000,3-5年,本科,某知名互联网上市公司,互联网,已上市,1000-9999人,北京,1
254,AI人工智能工程师(长沙、深圳),长沙·岳麓区·达美D6区,22500,3-5年,本科,大头,游戏,不需要融资,20-99人,长沙,1
255,AI人工智能开发工程师,深圳·南山区·前海,25000,1-3年,本科,Alvanon,咨询,不需要融资,100-499人,深圳,1
256,AI人工智能图形设计师,成都·青羊区·天府广场,10000,3-5年,本科,铭视广告,广播/影视,未融资,20-99人,成都,1
257,ai图像算法工程师,天津·津南区·双港,20500,3-5年,本科,天津善道,机械设备/机电/重工,未融资,0-20人,天津,1
258,人工智能及软件工程师,保定,8500,5-7年,本科,河北现代城市园林养护,石油/石化,未融资,20-99人,保定,1
259,视觉设计师 （AI相机方向）,广州,20000,3-5年,博士,某500强上市公司,互联网,已上市,1000-9999人,广州,1
260,AI样本项目主管,沈阳·和平区·三好街,4500,7年以上,博士,奥捷科技,计算机软件,A轮,100-499人,沈阳,1
261,AI排序-数据标注专员,成都·武侯区·双楠,5000,经验不限,硕士,小咖智数,互联网,不需要融资,100-499人,成都,1
262,ai训练师,广州·天河区·棠下,17000,3-5年,硕士,达人游戏,游戏,A轮,20-99人,广州,1
263,AI智能工程师,沈阳,7500,3-5年,硕士,奥林软件,计算机软件,未融资,100-499人,沈阳,1
264,ai训练专家,上海,32500,5-7年,大专,某大型知名互联网金融公司,互联网金融,不需要融资,10000人以上,上海,1
265,产品总监（ai社区，c端产品）,西安,55000,5-7年,硕士,某大型互联网公司,互联网,A轮,100-499人,西安,1
266,昇腾AI模型交付工程师,杭州·滨江区·长河,30000,3-5年,本科,华为,计算机软件,不需要融资,10000人以上,杭州,1
267,资深AI产品经理,合肥·包河区·葛大店,5500,7年以上,本科,道伽国际,其他行业,不需要融资,100-499人,合肥,1
268,人工智能算法研究员,杭州·萧山区·钱江世纪城,19500,5-7年,本科,智芯科,电子/半导体/集成电路,天使轮,20-99人,杭州,1
269,AI研究应用,深圳·南山区·科技园,7500,1-3年,本科,知元智能,计算机软件,未融资,0-20人,深圳,1
270,央企博士后站 寻找AI博士后【应届博士】,北京,40000,5-7年,本科,某500强上市公司,计算机软件,不需要融资,1000-9999人,北京,1
271,AI设计研究员（人工智能辅助设计）,北京·门头沟区·永定,2500,3-5年,本科,律柒言文创,文化/体育/娱乐,不需要融资,0-20人,北京,1
272,人工智能比赛教练/指导老师-兼职岗,上海·宝山区·宝山万达广场,23500,3-5年,大专,深度之眼,在线教育,未融资,20-99人,上海,1
273,数据标注/AI训练师,开封·通许县·通许县中心城区,3000,3-5年,大专,快讯,互联网,未融资,0-20人,开封,1
274,AI人工智能工程师,苏州·苏州工业园区·独墅湖,12500,1-3年,本科,锐艾科,咨询,未融资,20-99人,苏州,1
275,人工智能算法工程师,上海,45000,经验不限,本科,某500强上市公司,电子商务,B轮,1000-9999人,上海,1
277,人工智能研究员,无锡,20500,5-7年,硕士,某企业服务公司,企业服务,不需要融资,20-99人,无锡,1
278,ai工程师,惠州·惠阳区·土湖白云坑,20000,3-5年,本科,泽森智联,计算机软件,未融资,20-99人,惠州,1
279,战斗策划（AI方向）,杭州·滨江区·西兴,34000,5-7年,硕士,FunPlus,游戏,B轮,1000-9999人,杭州,1
280,AI应用专家,上海·黄浦区·新天地,45000,1-3年,本科,小红书,电子商务,D轮及以上,1000-9999人,上海,1
281,人工智能课程研发主管,宁波·鄞州区·梅墟,16000,5-7年,硕士,中科信研院,计算机软件,未融资,100-499人,宁波,1
282,人工智能训练师,北京·顺义区·光明,11500,5-7年,硕士,沈阳丹彤科技有限公司,计算机软件,未融资,500-999人,北京,1
283,AI数据实习生(J10108),苏州·苏州工业园区·白塘,2500,3-5年,硕士,园测,计算机服务,未融资,100-499人,苏州,1
284,ai设计师,银川·兴庆区·解放西街,3000,1-3年,学历不限,宁夏锦湖设计,装修装饰,未融资,20-99人,银川,1
285,AI产品经理,北京,25000,5-7年,博士,引力传媒,广告营销,已上市,500-999人,北京,1
286,AI产品经理,上海·宝山区·淞南,30000,5-7年,硕士,光唯文化,音乐/视频/阅读,A轮,20-99人,上海,1
287,AI平台（薪资面议）,上海,40000,3-5年,本科,某知名计算机软件公司,计算机软件,未融资,1000-9999人,上海,1
288,AI高级算法工程师,北京,50000,3-5年,硕士,某大型社交网络公司,社交网络,B轮,100-499人,北京,1
289,CTO产研一号位(有期权/AI平台）,北京,150000,1-3年,学历不限,某500强上市公司,互联网,C轮,10000人以上,北京,1
290,人工智能算法工程师,日照·东港区·大润发,10000,经验不限,硕士,金舟数字,移动互联网,未融资,0-20人,日照,1
291,行业研究分析师（人工智能方向）,北京,40000,3-5年,硕士,某大型基金公司,基金,未融资,100-499人,北京,1
292,AI专家,杭州·西湖区·转塘,30000,经验不限,博士,西湖云谷智药,制药,天使轮,20-99人,杭州,1
293,AI产品经理 - APP&WEB,上海·浦东新区·张江,16000,3-5年,本科,莫不科技,计算机软件,未融资,0-20人,上海,1
294,AI数据产品经理,杭州,37500,3-5年,本科,某500强上市公司,互联网,已上市,10000人以上,杭州,1
295,产品经理（AI）,杭州,37500,3-5年,本科,某大型计算机软件上市公司,计算机软件,已上市,100-499人,杭州,1
296,人工智能工程师助理,东莞·大朗镇·松山湖,5000,1-3年,学历不限,松科智能,计算机软件,未融资,20-99人,东莞,1
297,人工智能研发工程师,厦门·集美区·杏林,32500,7年以上,硕士,快商通,计算机软件,B轮,100-499人,厦门,1
298,大模型AI推理框架工程师,杭州,60000,1-3年,本科,某计算机硬件公司,计算机硬件,A轮,20-99人,杭州,1
299,AI产品经理,苏州·苏州工业园区·车坊,20000,3-5年,硕士,思必驰科技股份有...,互联网,D轮及以上,500-999人,苏州,1
300,AI机器人产品经理,上海,57500,1-3年,本科,某大型电子公司,电子/半导体/集成电路,未融资,100-499人,上海,1
301,数字人AI-后期制作师,北京·朝阳区·望京,9500,1-3年,学历不限,微创软件,计算机软件,不需要融资,10000人以上,北京,1
302,人工智能开发工程师(全栈/兼职全职均可),广州·番禺区·东环,10500,经验不限,硕士,1984,广告营销,未融资,0-20人,广州,1
303,AI框架优化 p8,北京,95000,5-7年,本科,某知名汽车生产公司,汽车生产,未融资,1000-9999人,北京,1
304,咨询分析师（人工智能行业）,上海·徐汇区·徐汇滨江,15000,1-3年,学历不限,WPG TECH,计算机服务,未融资,20-99人,上海,1
305,中级AI部署工程师,杭州·余杭区·五常,18500,1-3年,博士,轻象科技,计算机软件,A轮,20-99人,杭州,1
306,人工智能项目经理,南京,40000,7年以上,本科,某大型计算机服务公司,计算机服务,未融资,100-499人,南京,1
307,高级ai产品经理,北京·朝阳区·朝外,27500,3-5年,大专,成都医云科技有限公司,医疗设备/器械,D轮及以上,1000-9999人,北京,1
308,人工智能理论研究资深专家,北京,87500,1-3年,硕士,某500强上市公司,数据服务,已上市,10000人以上,北京,1
309,AI/NPU/GPU/加速器芯片-北上深成西杭,深圳,65000,经验不限,本科,知名芯片公司,电子/半导体/集成电路,未融资,1000-9999人,深圳,1
310,AI芯片设计师,北京,140000,5-7年,博士,某大型电子公司,电子/半导体/集成电路,未融资,100-499人,北京,1
311,人工智能高级主任（视觉感知）-自动驾驶,南京,85000,5-7年,本科,某大型知名汽车生产上市公司,汽车生产,已上市,10000人以上,南京,1
312,AI产品总监,南京·玄武区·中央路,32500,5-7年,本科,巨唐数字科技,数据服务,天使轮,0-20人,南京,1
313,AI产品经理,北京·海淀区·安宁庄,22500,5-7年,本科,小米,互联网,已上市,10000人以上,北京,1
314,人工智能研究员,无锡,20000,5-7年,硕士,某企业服务公司,企业服务,不需要融资,20-99人,无锡,1
315,AI插画师,石家庄·裕华区·众美凤凰城,4000,5-7年,大专,石家庄斐柏平面设计,广告/公关/会展,未融资,0-20人,石家,1
316,AI产品leader,北京,75000,1-3年,博士,某大型互联网上市集团公司,社交网络,已上市,10000人以上,北京,1
317,AI平台运维专家,深圳·南山区·科技园,50000,3-5年,大专,Shopee,电子商务,已上市,1000-9999人,深圳,1
318,测试工程师-人工智能平台产品测试,成都·双流区·华阳,8000,7年以上,硕士,星河创时,计算机软件,未融资,100-499人,成都,1
319,AI应用高级工程师,深圳·宝安区·宝安中心区,30000,3-5年,学历不限,软牛科技集团,计算机软件,不需要融资,500-999人,深圳,1
320,AI 产品经理,广州·番禺区·大学城,26500,3-5年,本科,新文溯科技,计算机软件,未融资,20-99人,广州,1
321,ai产品经理,长沙·岳麓区·麓谷,12500,1-3年,博士,艾思课,社交网络,天使轮,20-99人,长沙,1
322,资深AI人工智能开发工程师（Python）,上海·杨浦区·延吉,18500,7年以上,学历不限,英仕健康,电子商务,A轮,20-99人,上海,1
323,人工智能专业讲师,南京·玄武区·长江路,15000,1-3年,本科,指南者留学,互联网,未融资,100-499人,南京,1
324,人工智能异构优化工程师,郑州·中原区·高新区,35000,3-5年,本科,中科曙光,互联网,已上市,1000-9999人,郑州,1
325,人工智能架构师,北京,50000,5-7年,硕士,某大型通信公司,通信/网络设备,未融资,100-499人,北京,1
326,AI技术项目经理,北京·海淀区·北京大学,50000,3-5年,硕士,北京通用人工智能...,非盈利机构,未融资,100-499人,北京,1
327,AI业务需求分析师,深圳·龙岗区·坂田,37500,5-7年,本科,玲琅贸易,电子商务,不需要融资,100-499人,深圳,1
328,人工智能高级架构师,深圳,65000,5-7年,本科,某大型电力公司,电力/热力/燃气/水利,未融资,100-499人,深圳,1
329,开发专家（AI/大数据/架构师）,苏州·苏州工业园区·独墅湖,30000,1-3年,硕士,凌志软件,计算机软件,已上市,1000-9999人,苏州,1
330,AI产品经理（评估方向+驻场百度+双休）,深圳·南山区·科技园,11000,经验不限,本科,纬创软件,计算机软件,已上市,1000-9999人,深圳,1
